Q231690	Bhimrao Ramji Ambedkar
Q1132498	Bolshoye Maslennikovo
Q69045	Ernst Albrecht
Q12957255	gout attack
Q55271626	Category:Suman Pokhrel
Q2668070	eleveneleven
Q17399520	Irina Kharanen
Q9276118	Gražvydas
Q56644085	Mario José
Q989477	Coln St. Aldwyns
Q7756911	The Philippine Collegian
Q24913451	Category:Nelson A. Rockefeller
Q77433	Leganés
Q17287325	Irina Shoygu
Q39561	Burbank
Q26860142	Category:Benoit Soubeyran
Q266991	Alena Šeredová
Q3898	Castrop-Rauxel
Q8561513	Category:James Callaghan
Q6834851	Michael Thomas Bass
Q522541	Bad Schwalbach
Q749283	San Juan
Q19689485	Margo
Q16974856	Enterprise Florida
Q20143146	Category:Enda Kenny
Q2903216	Seventh government of Israel
Q744913	aviation accident
Q7374952	Royal University of Ireland
Q7178152	Peters Township
Q16102227	Lange
Q3735583	Meilahti Tower Hospital
Q1192860	Thomasville
Q335786	Charles Canning, 1st Earl Canning
Q12083340	Nicholas Mikhailovich Bogolyubov
Q485708	Duluth
Q699910	Cao Song
Q55306056	Category:Norman Mineta
Q7049772	Russian Imperial Guard
Q5055036	Cavendish Square
Q597701	George Hamilton Kenrick
Q16876712	McMenamin
Q16871117	Jack
Q157833	embezzlement
Q20054154	Blaž
Q205586	Dole
Q3243784	Annalena McAfee
Q1601945	Helene Bresslau
Q2843250	Marina Gamba
Q21492451	Lebrun
Q338472	Brera Academy
Q37476429	Sienkiewicz
Q5313175	Dukes
Q21509258	Lilley
Q6826781	Mfantsipim School
Q4242129	Crookstown
Q11264	Cuban Revolution
Q20767981	Jesse Hoover
Q309331	Ohio State University
Q274327	Saint-Maurice
Q9138264	Category:Tennessee Williams
Q7525	Sevastopol
Q37439558	Bahamonde
Q804970	Liú
Q28090001	Edward Morgan Llewellyn Forster
Q311839	Fuad I of Egypt
Q7919069	Veljko
Q599254	Pulitzer Prize for History
Q16869756	Eastwood
Q3372	Eure
Q47224	Conegliano
Q207953	Elizabeth of York
Q2167479	Roskilde Søndre Parish
Q30669554	Campbell-Bannerman
Q55855	cancha de San Lorenzo
Q1667498	Lenny
Q3647289	Burghy
Q7422907	Category:Harry S. Truman
Q6616	Poitiers
Q4241956	Veronica P. Kruglova
Q3277237	Magnus Eriksson
Q20668001	Kershaw
Q257446	Holyhead
Q4316165	Ernesto Guevara Lynch
Q29477197	Irvine
Q555505	Paul Colin
Q3758042	baccalaureate
Q21511142	McLachlan
Q11069491	family of the 14th Dalai Lama
Q1935232	Robert Blair
Q4468051	Temkin
Q4517	Bernard Katz
Q1964821	Karel VI of Schwarzenberg
Q3074308	Jason Robards
Q333705	Technion – Israel Institute of Technology
Q156726	Ivano-Frankivsk
Q67158	Katharina Kepler
Q12043959	Patton
Q9611	Rickmansworth
Q19845377	Vasile
Q1774200	Klestil
Q7328952	Category:Gilles Deleuze
Q83475	Greenford
Q193721	Tábor
Q526215	Orós
Q925424	Christchurch
Q2386932	Satyajit Ray filmography
Q936514	Ripley
Q8567318	Category:John Adams
Q55255163	Category:François Arago
Q32731172	Category:Dominique de Villepin
Q130847	Battle of Verdun
Q181488	Gulliver's Travels
Q493806	Langreo
Q1109134	Costello
Q2001535	Workers' Commissions
Q16869947	Fiore
Q493078	The World's Billionaires
Q7837484	Tredinnick
Q786126	Mundaka
Q6451278	Category:Julius Nyerere
Q238255	deconstructivism
Q1331318	Elizabeth Smith, Baroness Smith of Gilmorehill
Q1137373	Libyan Army
Q21509080	Bremner
Q6347584	The-Dream discography
Q1637225	Humphrey
Q99590	Rebekka Habermas
Q31991564	Category:Ferdinand I of Bulgaria
Q16869652	Downer
Q18508801	Antwerp Guild of Saint Luke
Q690	Delft
Q7323185	Category:Karl Marx
Q65062	Saint-Nicolas
Q21507646	Tagore
Q37526608	Ellman
Q287122	Elisabetta Canalis
Q19766317	Leonel
Q40430	Bahia
Q18182625	Romano
Q6182102	Jeria
Q1081681	Christian Sappok
Q2081830	Longwood
Q988123	Newnan
Q11058021	Penafiel
Q1437502	Iberdrola
Q643782	New German Cinema
Q32004322	Category:Friedrich Wilhelm III of Prussia
Q51997349	Labarrère
Q751667	Beaulieu Abbey
Q1399299	Slade School of Fine Art
Q203995	Southend-on-Sea
Q272913	Kitty Wells
Q1158566	Jacobs
Q17484914	Jaymes Foster
Q21430797	Niculescu
Q21507579	Ćosić
Q449476	David Knopfler
Q18958594	cemetery of Saint-Rémy-de-Provence
Q232155	Princess Augusta Amalia, Duchess of Leuchtenberg
Q5082226	Charles Russell Bardeen
Q701060	Gerasimos Arsenis
Q16463049	Donaldson
Q934849	headband
Q43509	Guayaquil
Q40889378	Mona Al Solh
Q21416484	Rustam
Q1851014	Ural State University
Q1145710	Fetteresso Castle
Q1457300	Antakalnis Cemetery
Q4025125	À l'Olympia
Q155971	Benedict XIII
Q55295720	Category:Robin Cook (politician)
Q14921982	Pierce
Q217346	Ithaca
Q20087767	Joseba
Q27885635	Maggie Smith
Q2394844	Rani
Q54318209	Jorge Gabriel
Q11133618	Jiang Shijun
Q786776	Elvis Presley discography
Q2115087	Numurkah
Q54862501	Beegan
Q21029996	Category:Pedro I of Brazil
Q451040	Eric Van Rompuy
Q243293	Sekondi-Takoradi
Q18978402	Osama
Q6774	Samantha
Q55243311	Category:Jennifer Connelly
Q20000614	Milad
Q29837991	Packer
Q253453	Marie d'Agoult
Q16374092	Sevil Aliyeva
Q15130018	Grace Mary Crowfoot
Q54140	Salem
Q5541118	George John Sandys
Q56045782	Jeannie Valéry
Q488004	Palm Springs
Q1025872	Liozna
Q40986	Tradate
Q1542666	Poniatowski
Q27924642	Ruz
Q33342	Bila Tserkva
Q796940	BRIT School for Performing Arts and Technology
Q16842176	Heinemann
Q17723	Classical period
Q5537606	George Cabot Lodge
Q211343	Pljevlja
Q16876177	MacArthur
Q36938555	Pfannenstiel
Q314846	Emperor Kanmu
Q30907154	National Academy of Fine Arts (Argentina)
Q752119	International Master
Q21508995	Guth
Q858	Syria
Q985858	Yu
Q191779	Tourette syndrome
Q153260	Bad Godesberg
Q1880	Concepción
Q37449925	Milla
Q688557	Crans-Montana
Q37455472	Smuda
Q1623587	Highness
Q505967	Riedlingen
Q170164	Helena Augusta
Q746820	Bay City
Q168991	Gacko
Q51079040	Luis Miguel
Q281749	Stroud
Q333483	Ternate Island
Q206493	Sèvres
Q855585	Church of Denmark
Q23832697	Stallman
Q21493340	Delibašić
Q2558739	Kofi
Q27973777	Hoffer
Q23002506	Indrek
Q1391305	Schuster
Q445781	Wiktor Kemula
Q2632912	San Isidro
Q21507954	Hrechko
Q336754	Algirdas
Q20672067	Category:Cate Blanchett
Q19392548	Tina Turner filmography
Q1381706	Evelyn
Q3084383	François Debré
Q506395	Chino
Q985	Baden-Württemberg
Q152019	Laura Bush
Q1649828	Ilha Solteira
Q3682834	Colleen
Q30423492	Dewar
Q185684	Hefei
Q12807063	Churkin
Q8567361	Category:John Coltrane
Q16869868	Everett
Q932955	Scharsterbrug
Q616408	Banyalbufar
Q335071	John Julius Norwich
Q4520512	Aline Charigot
Q13680	Caltanissetta
Q242555	Mamie Gummer
Q229846	Mary of Lorraine
Q16354870	Georges Hollande
Q4100317	Boutros
Q12061554	Joanne McLeod
Q4747910	Alberti
Q81033	Monterrey
Q19869657	Chérif
Q30339198	Jean-Noël Barrot
Q16870834	Holden
Q1737333	Rikke
Q5671487	Amado
Q23059782	Victor Hugo
Q29555567	Chaban-Delmas
Q1898929	Mario Molina
Q720471	Szolem Mandelbrojt
Q935489	Rachel
Q997029	Criuleni
Q2127407	Rahman
Q1260380	Drozdov
Q443740	Altofonte
Q4945091	Borgue
Q4628	Faroe Islands
Q12898987	Benedetto
Q1003757	Khartsyzk
Q50375933	Veljesto
Q438199	Alter Südfriedhof
Q1441639	Francis E. Low
Q19914398	Moussa
Q181946	Argenteuil
Q43382134	Piergiuseppe
Q19827664	Dustin
Q15914742	Chiang Kai-ching
Q770476	Daniel Fernandes
Q37493026	Maman
Q192904	Havířov
Q672022	Collège Calvin
Q6065579	Ipswich High School
Q329852	Luxembourg Palace
Q1609118	Sobieski family
Q18009544	Jean-Louis
Q1138340	Coşkun
Q574593	Warri
Q23135942	Hedin
Q192758	Râmnicu Vâlcea
Q291731	Anne Sinclair
Q309343	Pirot
Q383045	Vladimir Abramovich Rokhlin
Q4855561	Bangor Grammar School
Q388031	Antonio Gava
Q6411533	King Edward VI School, Stratford-upon-Avon
Q50319	Imsil County
Q4881538	Bejaratana Rajasuda of Thailand
Q775219	Monica discography
Q8261113	Category:John Cale
Q39000	Konstantopoulos
Q1558167	Alexis
Q1158973	Matt
Q159895	University of Rostock
Q6930693	Muammer
Q21510801	Gall
Q15332	Yabloko
Q28802113	Korth
Q5343367	Edward Hawker
Q24530160	Bonaparte
Q17376029	Maria Picasso y Lopez
Q21492116	Martel
Q7313	Yuan dynasty
Q78591	Archduke Maximilian Eugen of Austria
Q26336890	Sivakow
Q5061107	Central Foundation Boys' School
Q803785	Ballynahown
Q1974918	Neill
Q30335504	Navia
Q357139	Owens
Q7916387	Vasaras
Q242178	Princess Henrietta of Nassau-Weilburg
Q544055	John IV, Duke of Brittany
Q270887	Lethbridge
Q9598462	Category:Claude Lévi-Strauss
Q1557417	Tiruttani
Q7473598	Template:John Cale
Q7488125	Category:Kwame Nkrumah
Q498773	Montauk
Q51577852	Javier Aguilar
Q16860340	Braithwaite
Q50326655	Cindy Vela
Q570085	Mendig
Q3495293	Michal Petrouš
Q7703561	Byrd
Q79815	Mulhouse
Q563765	Queen Anne of Romania
Q1344670	Christian Social People's Party
Q924098	Gornji Vakuf-Uskoplje
Q27885594	Benjamin Netanyahu
Q16479690	Ashdown
Q12819566	Category:Franz Beckenbauer
Q7903	Casablanca
Q76911	Kuno Meyer
Q55330713	Category:Ellen Johnson-Sirleaf
Q12885779	Parnassos Literary Society
Q20660342	Juppé
Q7686915	Tarumanagara University
Q142913	Muhammad Ali dynasty
Q51071322	Astaire
Q33532	Gandia
Q8568834	Category:Judy Garland
Q95261	Stephan Genz
Q841555	Gorki Leninskiye
Q13373	Lucca
Q5052698	Catherine Gladstone
Q338737	Swiss Sports Personality of the Year
Q142410	Dreux
Q15947790	Gascoyne
Q945428	Shunde District
Q4456097	West Ukrainian National University
Q19951433	list of paintings by Jean-Auguste-Dominique Ingres
Q1082940	Xi–Li Administration
Q7988583	Westervelt
Q8275728	Category:Augustus
Q73473	Karl Bogislaus Reichert
Q2366833	Nobel family
Q11193819	Crazy Nights / Golden Days
Q38066	existentialism
Q904316	Pablo Benegas
Q3300715	Maurice Dorléac
Q192955	Steve Nash
Q4002666	military physician
Q21078200	Dolly Sinatra
Q18067736	Susi
Q1796449	Pinheiro
Q6375493	Template:Britney Spears
Q8882120	Category:Arthur Miller
Q13484571	Béla
Q3749298	Franca Gandolfi
Q52224371	Sofia Kovalevskaya
Q21487440	Morosini
Q8684	Seoul
Q54073	Middlesex County
Q21507644	Semyonov
Q19463971	Björk
Q21491361	Beltran
Q1323849	Trent Reznor discography
Q1951867	Muhammad Sharif
Q24882953	Pecchia
Q11865812	Jalo Aura
Q328945	Thomism
Q945772	Robin Wilson
Q176659	Andrey Markov
Q53365	Sedegliano
Q18021	Biella
Q2503794	Northumbria University
Q55331082	Category:Adolf von Baeyer
Q7317107	Retta
Q32902435	Category:Adolfo Suárez
Q7167656	Percy Wyndham
Q7439420	Sculli
Q49887	Bugnara
Q10996884	Herta
Q21494000	Sissoko
Q36963095	Derrig
Q597154	Mercury Seven
Q13725587	Mayer
Q151312	Frederick IX of Denmark
Q467000	Sandra Roelofs
Q134509	Port Said
Q5452754	First Colonial High School
Q168362	John Desmond Bernal
Q25327390	Duhamel
Q36961532	Schuhart
Q1569147	Albert Delpy
Q18955941	Raphaël de Monachis
Q8033021	Woodlawn High School
Q21487329	Hewitt
Q22244551	Elizabeth Soros
Q9197789	Category:Willy Brandt
Q80849	Süßen
Q84239	Maria Leopoldina of Austria
Q71161	Josef Klose
Q28939647	Coveney
Q37202525	Marcet
Q74854	Canas de Senhorim
Q219317	University of Pavia
Q3482601	Kristin
Q21493176	Ricci
Q3401198	Gowerton
Q5300634	Aguilar
Q162475	County Cork
Q10879730	Xi
Q8385837	Category:Dmitri Mendeleev
Q5448447	Filimonov
Q37199420	Siddall
Q791043	Péter Bartók
Q10021330	Category:Jean Racine
Q54337	Täby
Q31964525	Category:Willem-Alexander of the Netherlands
Q1089094	Joyce
Q20767892	Abraham Van Buren
Q2054507	commandant
Q20931627	Category:Jean-Léon Gérôme
Q23308387	Abdelmalek
Q8808664	Category:Pyotr Ilyich Tchaikovsky
Q1799053	Pierre-Antoine Cousteau
Q16865867	Crick
Q37818283	Soraya Ingram
Q63979	Versoix
Q15204239	Brayton Hall
Q27666150	Maxime David
Q21452474	Tambroni
Q5049410	Cholsey
Q79990	Christchurch
Q16725823	Ilya Ivanovich Mechnikov
Q271534	pansexuality
Q25804	Trondheim
Q1994408	Nkroful
Q452169	Donna Dixon
Q47003595	Arens
Q18609986	Christine Strobl
Q298380	Ramón Mercader
Q5623543	Johan Donner
Q16553	San Jose
Q2547993	Sriperumbudur
Q8297573	Category:Benjamin Disraeli
Q17555552	Category:Peter Simon Pallas
Q12678103	Voight
Q2163153	Rolf
Q19921272	Bancroft
Q1814575	Dylan
Q16862549	Lethem
Q17583251	Saha
Q7846721	Category:Johann Wolfgang von Goethe
Q16860144	Blythe
Q4757517	Andrew Johnson National Cemetery
Q4799070	Arthur Hill, 3rd Marquess of Downshire
Q7569068	Southall
Q1140594	Nunhead Cemetery
Q37520628	Torra
Q1166	Michigan
Q41970	Pyatigorsk
Q793432	Azabu
Q4700601	Popowo
Q37505640	Godt
Q938983	osteomyelitis
Q54862648	McEllistrim
Q180103	Ardabil
Q318806	Abenaki people
Q18325434	Template:Elon Musk
Q24929958	Hugo family
Q21699370	Fridtjof Nansen
Q790029	Bangor University
Q30014648	Lyon
Q4812982	Ateca Ganilau
Q21492889	Krieg
Q2065978	Bayeux
Q4859300	Barbara Siggers Franklin
Q342908	Madariaga
Q1527888	pancreatitis
Q1566591	School of Economics and Social Sciences Nuremberg
Q1554377	Hannah
Q2373057	Joan Feynman
Q15853	Šempeter pri Gorici
Q8009224	William Forster
Q56869	Asker
Q1429427	Florent
Q7206281	Pocantico Hills
Q16424302	Reynald
Q318413	Yonatan Netanyahu
Q1099928	Clemens Eich
Q12831503	Category:Kurt Waldheim
Q14626282	Bryan
Q3065794	de Gaulle family
Q231884	Zwedru
Q156974	Ústí nad Labem
Q21487232	Ibsen
Q429542	Pau
Q548652	Bento Gonçalves
Q9426995	Category:Alexander III of Russia
Q21452401	Watkin
Q252311	Farkas Bolyai
Q16267909	Category:John Williams
Q19387900	Christina Brodersonia
Q19620364	Anne Margaret Coke
Q270782	Loano
Q28798062	Linn
Q19688674	Klaus-Peter
Q10530781	Juan Manuel Morales
Q16275996	Gioacchino
Q565521	Clarence House
Q690843	Obertilliach
Q2391854	Tamás
Q16382	Shrimad Rajchandra
Q239951	Meretz
Q6927593	Moyamensing Prison
Q724707	Mickey Hargitay
Q10111393	Category:Guillaume Apollinaire
Q56244971	Altun
Q28442714	Category:John von Neumann
Q28801721	Master of Sports of the GDR
Q3140213	Peter Van Rompuy
Q3961621	Sindre Rekdal
Q193313	Saint-Maur-des-Fossés
Q3777280	Gruppi Sportivi Fiamme Gialle
Q7217824	Category:Josip Broz Tito
Q42288	Asola
Q2090092	Betty
Q278221	Berchtesgaden
Q15642565	Moya
Q21493807	Galilei
Q34228232	María del Carmen
Q41804373	Edward Simpson Prescott
Q25212638	Depardieu
Q983698	Mansfield
Q42728869	Audiard
Q1675245	Itaperuna
Q21401346	Casiano
Q216166	Karl Wilhelm Gottlob Kastner
Q17031061	Villalobos
Q2543161	Walmer Castle
Q6790810	Matthew Kirk
Q242553	Colleferro
Q19311034	Vásquez
Q79414	Newport
Q21492585	Mechnikov
Q8792868	Category:Prince Harry, Duke of Sussex
Q2725397	Symondsbury
Q405492	Socialist Workers Party
Q6177536	Jenkin
Q21488007	Pellegrini
Q103011	Corinth
Q4865580	Barton upon Irwell
Q735636	Najm ad-Din Ayyub
Q4887385	Benediktsson
Q1318213	Teofila
Q18608319	Perrin
Q283645	Withyham
Q21482447	Vorobey
Q4596277	1st Commando Regiment
Q6014	Barnaul
Q3811765	Cosford
Q21493053	Castillo
Q47564706	Butch–Wilt feud
Q20732822	David Griffiths
Q24034308	Oliver Mundell
Q14506628	Sean Connery filmography
Q16865194	Burnham
Q9410606	Category:Angelina Jolie
Q26836009	Category:Adolf Erik Nordenskiöld
Q16865846	Crawley
Q21430932	Byers
Q242593	Gudauta
Q161448	Gulag
Q731463	Prince discography
Q737660	Marília
Q9000978	Guama
Q16871319	Keene
Q70045	Horst Kasner
Q1413917	Vladimir Batalov
Q19688799	Youri
Q544939	Enfield
Q52153	Maglie
Q512562	Hvidovre Municipality
Q386488	Phoebe Ephron
Q378299	Salas de los Infantes
Q55330820	Category:Sean Connery
Q1532750	Hiroyuki
Q49242	Corpus Christi
Q18196476	Hannes
Q1697093	Johannes-Kepler-Gymnasium
Q21482525	Fyfe
Q6887543	Mochdre
Q16478446	Martini
Q19813	Hatfield House
Q30440696	Valencia
Q156199	Electorate of Saxony
Q319029	Yigal Amir
Q1052964	Princess Royal
Q25574002	Golden Owl
Q3585338	Rose
Q7489331	Shaq–Kobe feud
Q3372820	Lake View Cemetery
Q443141	Carmen Fraga Estévez
Q18272482	Walter
Q1883686	Mafamude
Q13423107	1001 Vrouwen uit de Nederlandse geschiedenis
Q3500298	Strejnicu
Q665105	University of Delhi
Q21512168	Milošević
Q1520841	Château de Saint-Germain-en-Laye
Q21489131	Arcari
Q6198130	Jim Simpson
Q68753	Oscar Hertwig
Q37469605	Beauchamp
Q1133052	Cormac
Q6308961	Julieta Venegas discography
Q284938	d'Alembert's paradox
Q919574	Álvarez
Q804946	Balham
Q5642893	Haller Nutt
Q313381	Tom Brady
Q1914	Karelia
Q25682437	Grether
Q14594662	P. V. Ranga Rao
Q8494667	Category:Gordon R. Dickson
Q1002577	Tuluá
Q556941	Mike McGear
Q4844450	Empress Dowager Xiaojing
Q11839251	Holyrood Secondary School
Q19871966	Denzil
Q1030244	Tadeusz Brzeziński
Q5566656	Glanville
Q2085270	Order of the Badge of Honour
Q189715	Courbevoie
Q1189606	Liberty
Q2759799	Banga
Q55243428	Category:Donald Sutherland
Q231457	Maria Amalia of Naples and Sicily
Q5486869	Rafael Belaúnde Aubry
Q7848912	Category:Ali
Q983351	Isaac D'Israeli
Q55305866	Category:Moshe Arens
Q741079	Nebojša
Q193021	Duque de Caxias
Q126661	Metairie
Q21449675	Dyachenko
Q1654327	Classical Arabic
Q16868736	Mauro
Q995600	popular science
Q22963803	Cibolo Creek Ranch
Q216038	Naas
Q56245119	Stoiber
Q6689305	Louisiana State University Laboratory School
Q1001935	Stranraer
Q235128	Infanta María de las Mercedes, Countess of Barcelona
Q214956	Znojmo
Q16291042	Shona
Q191760	theatre of the absurd
Q652464	Kolomenskoye
Q32101886	Category:Leopold I of Belgium
Q839650	Sézanne
Q674896	Haplogroup R1b
Q1452631	Freddy Burger Management
Q6540572	Liberal-Labour
Q1780809	Hanne Harlem
Q54487791	Vivion
Q20000398	Joni
Q12681141	Elisabeth Dorothea Schiller
Q45114	Paide
Q6226348	John Clerk-Maxwell of Middlebie
Q6772461	Marples
Q852238	Onitsha
Q198989	Aktau
Q17287363	Aleksandra Shoygu
Q326229	William Waldorf Astor, 1st Viscount Astor
Q11986896	Lucia Maria Rommel
Q26948227	Siegfried Maywald
Q3292808	Marie de Villepin
Q9310800	Robert Gascoyne-Cecil, 6th Marquess of Salisbury
Q431177	Mongol invasion of Khwarezmia and Eastern Iran
Q2036332	San Pietro in Ciel d'Oro
Q36995339	Sharon
Q2698939	Micheldever
Q102772	Enoch zu Guttenberg
Q7149972	Paul Corrigan
Q18012370	Werner
Q9454224	Category:Charles Baudelaire
Q263877	Huskvarna
Q838746	Truth and Method
Q504587	Franca
Q904231	Brecht House
Q28864941	Clovis Gauguin
Q226	Nuuk
Q60036	Heidi Klum
Q27885492	Pep Guardiola
Q1105400	Coco Solo
Q92741	Alonzo Church
Q18555768	Jofre
Q4272498	University of Manchester Institute of Science and Technology
Q16881921	Reagan
Q8855618	Category:Tony Benn
Q601696	Konstancja Lubomirska
Q1002177	Stonehaven
Q913861	San Diego State University
Q37528646	Helstad
Q25587670	Category:Bashar al-Assad
Q23308603	Mounir
Q27643019	Syms
Q809106	Barry University
Q20743394	María Rosa Icaza
Q852665	Cary
Q55276121	Category:Angela Lansbury
Q1013579	Kawakawa
Q13352724	Category:Valéry Giscard d'Estaing
Q18607880	Henning
Q6291762	José Cabanes
Q36929383	Emms
Q21494617	Campaña
Q17543191	Margaret Tebbit
Q1189165	Church of the Nazarene
Q13415043	Arago family
Q18638251	Eszter
Q229205	sitar
Q6767859	Mark H. Durkan
Q15705587	Category:John III of Poland
Q23159	Dorset
Q8421638	Category:Ernest Shackleton
Q21484608	Deniau
Q3933	Celle
Q12794332	Kristian
Q37244547	Castiglia
Q15899	Murska Sobota
Q8818180	Category:Sting (musician)
Q60414	Dieter Hoeneß
Q1134168	Toledo Infantry Academy
Q55244613	Category:Ranbir Kapoor
Q892780	Bonnet
Q193874	Mohammed V of Morocco
Q168233	Zoe
Q8964876	Gran Enciclopèdia de Mallorca
Q2171074	Royal Military College
Q6488242	Category:Bruce Lee
Q498938	Santa Teresa di Riva
Q5516894	Gah
Q5551783	San Vicente
Q55324860	Category:Romy Schneider
Q2696422	Fraser
Q4999744	Burnham Grammar School
Q209814	Guebwiller
Q21197412	Marie-Adelaide Pinel
Q28237	Lansing
Q2052312	the class the stars fell on
Q29830303	Foxe
Q56703542	Pylyp
Q41734936	Houstoun
Q13582800	Per
Q931049	Felling
Q56037281	Sharapova
Q11963736	Christiansen
Q1757764	Mount Royal
Q37435229	Guirado
Q1234998	Vidas
Q40659	Villasanta
Q37501466	Popper
Q917103	Paraguarí
Q16883657	Spears
Q73759	Erwin Planck
Q7327968	Category:Katharine Hepburn
Q15620341	Miquel
Q2214292	Komatsuhime
Q16098713	Marica Kosanovi
Q5726151	Henry Munro Middle School
Q387787	African Footballer of the Year
Q273534	École du Louvre
Q15478451	Németh
Q5343123	Edward Glyn
Q2286166	Bigand
Q1424085	Royal Crypt of the Royal Monastery of San Lorenzo de El Escorial
Q79374	Benton
Q5752722	Hidetoshi
Q15103231	Woodford
Q45373968	Xiao Heng
Q1043021	Mao
Q30069423	Tolkien
Q240856	hip fracture
Q12307920	De Nova Stella
Q208889	Saint-Ouen-sur-Seine
Q21032519	Second Empire senator
Q2803437	Thomson
Q16030809	John Calvin Coolidge, Sr.
Q4913463	Billy Wilder filmography
Q160387	Battle of Actium
Q42309172	people's deputy of union of socialist soviet republics
Q619811	Soyuz 3
Q3687222	Conservatorio Giovanni Battista Martini
Q1656021	Hornchurch
Q4686	Slavonski Brod
Q41587968	Miró
Q1752987	Villaescusa
Q565287	São João da Madeira
Q29511647	Jozefina Lenhossék
Q724029	A Mathematical Theory of Communication
Q275118	9th arrondissement of Paris
Q21201140	Julio Iglesias
Q4055881	Long Range Aviation
Q16649852	Ivar Mankell
Q19938101	Dumitru
Q93230	Rawalpindi
Q16278214	Lamine
Q1857021	Order of the Quetzal
Q11941314	Brandt
Q28727697	Modesto
Q2389953	Dunston
Q3394637	Royal Swedish Academy of Engineering Sciences
Q6688499	Louisa Buck
Q6801098	McEvilly
Q381733	Uberaba
Q32290926	Category:Renzo Piano
Q178168	Mitrovica
Q9339540	Sonia Peres
Q19967508	Gelson
Q1000656	Felixstowe
Q130875	House of Hohenstaufen
Q131355	Zulfiqar Ali Bhutto
Q1544694	Greene
Q50560046	Mukunda Prasad Pokhrel
Q26721523	Pierre-François-Joseph Masclet
Q5297917	Doris Day discography
Q30430685	Muro
Q193350	Itumbiara
Q1942360	Moeletsi Mbeki
Q1742865	Fårö Church
Q72258	Melito di Napoli
Q49623	Workers’ Party of Korea
Q7387341	Category:Leon Trotsky
Q209905	Akhisar
Q21509153	Pereira da Silva
Q13017389	Amphorn Sathan Residential Hall
Q30416755	Llorente
Q9019426	Category:Mikhail Lomonosov
Q446037	Helen Svedin
Q2050307	Paolo Berlusconi
Q2259	Julia the Elder
Q3367868	Fulham
Q471870	Villeblevin
Q240752	Chatou
Q53189956	Bernays
Q15821965	Judy
Q4107278	Ventsy
Q318363	Abel
Q742670	Assistens Cemetery
Q6343434	Category:Pope Benedict XVI
Q289348	London South Bank University
Q29540	Bavarian
Q6243923	Lancelot Stirling
Q12788863	Feynman
Q14870	Siegburg
Q701897	Sun Fo
Q10746332	Feni
Q2083195	Millicent
Q1976992	San Juan
Q7485656	Category:Lyndon B. Johnson
Q7323138	Category:Karel Čapek
Q4076773	Ballinalee
Q116531	Atina, Lazio
Q274486	Waseda University
Q14615119	Portal:Bob Dylan
Q967647	mentorship
Q18028491	Rudolf
Q7041639	Nitzevet
Q27436686	Bonilla
Q12125388	Category:William Ewart Gladstone
Q5703281	Helen Taylor
Q92059	Johann Evangelist Haydn
Q190118	La Roche-sur-Yon
Q708738	Vasily Kalafati
Q1567269	Neuwirth
Q72497	San Giorgio a Cremano
Q37562822	Spring
Q986236	Multyfarnham
Q649052	Paul Durand-Ruel
Q1638273	Sarkozy
Q1024099	Alfriston
Q282366	Corps of Cadets
Q5571362	Gloria Estefan discography
Q498027	Nasushiobara
Q1403031	Felicia Montealegre
Q3040538	Manuel Aznar Zubigaray
Q916603	Cody
Q21511410	Spelman
Q1687025	Comillas Pontifical University
Q6377549	Category:Henryk Sienkiewicz
Q315325	Russ Meyer
Q18744372	Category:Michel Platini
Q1153962	Oda Nobuhide
Q334264	Abbey of Saint-Arnould
Q9185869	Category:Hans Memling
Q18609094	Franck
Q1693370	Varina Anne Davis
Q29377621	Schepke
Q21431120	Picasso
Q712175	Empress Liu Jingyan
Q404158	Utopia
Q7758404	The Private Life of Genghis Khan
Q850042	Uppsala Cathedral
Q2117817	Pulitzer Prize for Commentary
Q16883751	Stack
Q19754236	Tadeusz
Q7147003	Patrick Lenihan
Q407183	Hawick
Q602853	Saint Sophia Church
Q1707859	Joseph R. Knowland
Q4926491	Fredrik
Q1893963	Marco Völler
Q20554790	Foreman
Q6823835	Methodist Hospital of Indianapolis
Q5077686	Charles FitzRoy, 3rd Baron Southampton
Q10241112	Category:Camille Pissarro
Q2338850	Frank Zappa discography
Q55297736	Category:Rufus Isaacs, 1st Marquess of Reading
Q6122889	Sebastián Evans
Q924265	Aarhus University
Q30030273	Roger Moore filmography
Q8734440	Category:Seán Lemass
Q94192	National Metallurgical Academy of Ukraine
Q18156264	Gregor
Q19797	Bishop's Stortford
Q21506887	Trimble
Q21994952	Category:Pierre Boulez
Q215719	Hunedoara
Q1001104	Temirtau
Q205584	Étampes
Q23774337	Devedjian
Q21482617	Bogolioubov
Q8297604	Category:Benito Mussolini
Q6800131	McCammon
Q27908660	Annie Heisenberg
Q2631643	Southampton
Q272923	Ryan O'Neal
Q23920408	Itō Bunkichi
Q1875896	Ejersa Goro
Q18655661	Francesco Saverio
Q41057	Topeka
Q3001	Paramaribo
Q8751838	Category:Slavoj Žižek
Q992087	Kemmerer
Q5456478	Karimnagar
Q117829	3rd U-boat Flotilla
Q864387	Yanaka Cemetery
Q774934	Chris Lemmon
Q8218705	Category:Abraham Lincoln
Q17487593	Raymond Reynolds
Q9407664	Category:Aleksander Kwaśniewski
Q182135	House of Valois
Q15731759	Cecil
Q1402673	Marlene
Q167677	Yavne
Q7270302	Queen Elizabeth's School, Barnet
Q3971976	Cameron
Q16479712	Azimov
Q21484899	Kalashnikov
